,date,time,tier,type,tournament,score,opponent,team,GF,GA
18,2022-02-09,19:15 EST,B-Tier,Online,NSG: Winter Championship,2 : 1,REF,XSET,2 , 1
19,2022-02-09,17:00 EST,B-Tier,Online,NSG: Winter Championship,2 : 0,NRG,XSET,2 , 0
20,2022-02-08,20:45 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,2 : 0,OXG.A,XSET,2 , 0
21,2022-02-08,18:00 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,0 : 2,TGRD,XSET,0 , 2
22,2022-02-08,17:00 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,13  :  2,OXG.A,XSET,13  ,  2
23,2022-02-07,18:00 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,2 : 1,REF,XSET,2 , 1
24,2022-02-07,17:00 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,13  :  5,EG,XSET,13  ,  5
25,2022-01-29,20:20 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,2 : 0,TGRD,XSET,2 , 0
26,2022-01-29,16:00 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,2 : 0,NRG,XSET,2 , 0
27,2022-01-28,21:00 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,2 : 1,RAD,XSET,2 , 1
28,2021-11-30,22:00 EST,C-Tier,Online,NSG: Winter Championship - Open 7,2 : 1,NRG,XSET,2 , 1
29,2021-11-30,20:10 EST,C-Tier,Online,NSG: Winter Championship - Open 7,2 : 0,COL,XSET,2 , 0
30,2021-11-30,17:00 EST,C-Tier,Online,NSG: Winter Championship - Open 7,2 : 1,EG,XSET,2 , 1
31,2021-11-29,21:00 EST,C-Tier,Online,NSG: Winter Championship - Open 7,2 : 0,RAD,XSET,2 , 0
32,2021-10-30,13:15 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,0 : 2,C9 B,XSET,0 , 2
33,2021-10-29,16:15 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,2 : 0,V1,XSET,2 , 0
34,2021-10-12,19:30 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,1 : 2,100T,XSET,1 , 2
35,2021-10-12,16:00 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,2 : 1,LG,XSET,2 , 1
36,2021-08-13,16:15 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,0 : 2,NV,XSET,0 , 2
37,2021-08-12,17:30 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,2 : 1,RISE,XSET,2 , 1
38,2021-08-11,17:30 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,0 : 2,100T,XSET,0 , 2
39,2021-08-11,15:30 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,2 : 0,LG,XSET,2 , 0
40,2021-07-11,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,1 : 3,SEN,XSET,1 , 3
41,2021-07-10,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,2 : 1,100T,XSET,2 , 1
42,2021-07-09,14:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,2 : 1,SEN,XSET,2 , 1
43,2021-07-08,16:15 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,2 : 1,RISE,XSET,2 , 1
44,2021-07-03,12:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 1 - Open Qualifier,2 : 1,DZ,XSET,2 , 1
45,2021-07-02,14:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 1 - Open Qualifier,2 : 0,INS,XSET,2 , 0
46,2021-04-29,17:45 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,1 : 2,NV,XSET,1 , 2
47,2021-04-29,15:45 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,0 : 2,NRG,XSET,0 , 2
48,2021-04-11,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,1 : 3,100T,XSET,1 , 3
49,2021-04-10,17:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,2 : 1,NV,XSET,2 , 1
50,2021-04-10,14:45 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,2 : 1,V1,XSET,2 , 1
51,2021-04-09,13:45 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,2 : 1,IMT,XSET,2 , 1
52,2021-04-09,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,0 : 2,NV,XSET,0 , 2
53,2021-04-08,14:45 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,2 : 0,BBG,XSET,2 , 0
54,2021-04-03,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,2 : 0,NRG,XSET,2 , 0
55,2021-04-02,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,2 : 0,SUP,XSET,2 , 0
56,2021-03-13,12:00 PST,A-Tier,Online,VCT 2021: North America Stage 1 Masters,0 : 2,Gen.G,XSET,0 , 2
57,2021-03-11,15:00 PST,A-Tier,Online,VCT 2021: North America Stage 1 Masters,0 : 2,FaZe,XSET,0 , 2
58,2021-02-22,17:30 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,0 : 2,SEN,XSET,0 , 2
59,2021-02-21,18:30 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,2 : 0,LG,XSET,2 , 0
60,2021-02-20,18:45 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,2 : 0,FaZe,XSET,2 , 0
61,2021-02-20,15:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,0 : 2,NV,XSET,0 , 2
62,2021-02-06,14:30 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,0 : 2,SEN,XSET,0 , 2
63,2021-02-05,14:00 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,2 : 1,NV,XSET,2 , 1
64,2021-02-04,16:30 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,2 : 0,NRG,XSET,2 , 0
65,2021-02-04,12:00 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,1 : 2,IMT,XSET,1 , 2
66,2021-01-29,17:15 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,0 : 2,IMT,XSET,0 , 2
67,2021-01-28,17:45 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 1,TSM,XSET,2 , 1
68,2021-01-28,16:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 0,C9 W,XSET,2 , 0
69,2021-01-15,18:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,1 : 2,LG,XSET,1 , 2
70,2021-01-15,15:15 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,1 : 2,NV,XSET,1 , 2
71,2021-01-14,12:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 0,LG,XSET,2 , 0
72,2021-01-10,14:30 PST,B-Tier,Online,NSG x Complexity Invitational,2 : 1,BBG,XSET,2 , 1
73,2021-01-10,12:00 PST,B-Tier,Online,NSG x Complexity Invitational,2 : 0,LG,XSET,2 , 0
74,2021-01-10,10:00 PST,B-Tier,Online,NSG x Complexity Invitational,2 : 0,RNG,XSET,2 , 0
75,2021-01-09,14:00 PST,B-Tier,Online,NSG x Complexity Invitational,2 : 0,P!,XSET,2 , 0
76,2021-01-09,13:00 PST,B-Tier,Online,NSG x Complexity Invitational,13  :  11,BBG,XSET,13  ,  11
77,2020-12-20,19:00 EST,B-Tier,Online,Pittsburgh Knights Before Christmas,2 : 0,NOX,XSET,2 , 0
78,2020-12-20,16:30 EST,B-Tier,Online,Pittsburgh Knights Before Christmas,1 : 2,Gen.G,XSET,1 , 2
79,2020-12-20,13:00 EST,B-Tier,Online,Pittsburgh Knights Before Christmas,2 : 1,PK,XSET,2 , 1
80,2020-12-19,17:15 EST,B-Tier,Online,Pittsburgh Knights Before Christmas,2 : 1,Demon,XSET,2 , 1
81,2020-12-19,15:30 EST,B-Tier,Online,Pittsburgh Knights - Before Christmas - Group Stage,13  :  9,RS,XSET,13  ,  9
82,2020-12-19,14:15 EST,B-Tier,Online,Pittsburgh Knights - Before Christmas - Group Stage,15  :  13,[ S ],XSET,15  ,  13
83,2020-12-19,13:00 EST,B-Tier,Online,Pittsburgh Knights - Before Christmas - Group Stage,13  :  4,Elevate,XSET,13  ,  4
84,2020-11-11,16:00 PST,A-Tier (Qual.),Online,UMG Tournament - Qualifier #1,0 : 2,FS,XSET,0 , 2
85,2020-11-04,20:15 EST,A-Tier,Online,First Strike North America - NSG Tournament,1 : 2,LG,XSET,1 , 2
86,2020-11-04,15:00 EST,A-Tier,Online,First Strike North America - NSG Tournament,0 : 2,C9 B,XSET,0 , 2
87,2020-10-27,17:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,0 : 2,Gen.G,XSET,0 , 2
88,2020-10-27,14:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 1,IMT,XSET,2 , 1
